city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount (R$)
Sao Paulo,198,3,2,2,8,acept,not furnished,3250
Campinas,197,3,4,4,8,acept,not furnished,9000
Sao Paulo,197,3,3,2,8,acept,not furnished,6000
Campinas,197,3,3,2,8,acept,not furnished,2500
Rio de Janeiro,195,3,3,0,8,acept,furnished,10000
Sao Paulo,190,3,2,1,8,acept,furnished,4500
Sao Paulo,189,3,4,3,8,acept,not furnished,6000
Sao Paulo,188,3,4,1,8,acept,not furnished,10000
Sao Paulo,181,3,4,3,8,not acept,furnished,8000
Sao Paulo,180,3,2,1,8,acept,furnished,12000
Sao Paulo,178,3,3,3,8,acept,furnished,8300
Sao Paulo,178,3,2,3,8,acept,not furnished,4250
Sao Paulo,175,3,3,3,8,acept,not furnished,3500
Sao Paulo,170,3,3,3,8,acept,furnished,2800
Sao Paulo,170,3,3,2,8,acept,not furnished,7000
Sao Paulo,165,3,2,2,8,acept,furnished,6500
Sao Paulo,163,3,3,3,8,acept,furnished,2550
Sao Paulo,162,3,3,1,8,acept,not furnished,7000
Sao Paulo,161,3,3,3,8,acept,not furnished,2500
Porto Alegre,160,3,3,3,8,acept,furnished,8950
Sao Paulo,160,3,3,2,8,acept,not furnished,5000
Rio de Janeiro,160,3,2,0,8,not acept,furnished,6500
Sao Paulo,158,3,3,2,8,acept,furnished,3000
Sao Paulo,156,3,4,3,8,acept,not furnished,4200
Sao Paulo,150,3,3,2,8,not acept,furnished,13500
Sao Paulo,150,3,2,1,8,acept,not furnished,4800
Sao Paulo,146,3,5,2,8,acept,not furnished,6600
Sao Paulo,146,3,4,2,8,acept,furnished,11000
Sao Paulo,142,3,2,2,8,acept,not furnished,1750
Sao Paulo,140,3,3,5,8,not acept,furnished,8000
Campinas,140,3,3,2,8,acept,not furnished,2330
Campinas,140,3,3,2,8,acept,not furnished,2370
Rio de Janeiro,140,3,2,2,8,acept,not furnished,7500
Sao Paulo,140,3,2,2,8,acept,furnished,12000
Rio de Janeiro,140,3,2,1,8,acept,not furnished,4200
Sao Paulo,140,3,2,0,8,acept,furnished,1799
Porto Alegre,140,3,1,0,8,acept,not furnished,2000
Sao Paulo,136,3,3,2,8,not acept,furnished,8900
Sao Paulo,136,3,2,2,8,not acept,furnished,8090
Rio de Janeiro,136,3,1,0,8,acept,furnished,3000
Porto Alegre,135,3,2,1,8,acept,not furnished,2165
Sao Paulo,134,3,3,3,8,acept,not furnished,2125
Sao Paulo,132,3,2,2,8,acept,furnished,4000
Sao Paulo,131,3,2,1,8,acept,not furnished,2400
Sao Paulo,130,3,4,2,8,acept,furnished,5500
Sao Paulo,130,3,2,2,8,acept,not furnished,6500
Sao Paulo,130,3,2,1,8,acept,not furnished,5500
Rio de Janeiro,130,3,2,1,8,acept,not furnished,2610
Sao Paulo,130,3,2,1,8,not acept,furnished,7500
Sao Paulo,129,3,4,2,8,acept,not furnished,3000
Rio de Janeiro,129,3,2,1,8,acept,furnished,3255
Sao Paulo,128,3,4,2,8,not acept,furnished,5000
Rio de Janeiro,128,3,3,1,8,acept,furnished,3500
Rio de Janeiro,125,3,2,1,8,not acept,furnished,3000
Rio de Janeiro,124,3,2,2,8,not acept,furnished,5400
Sao Paulo,124,3,1,0,8,not acept,not furnished,1200
Sao Paulo,120,3,2,4,8,acept,not furnished,4500
Belo Horizonte,120,3,4,3,8,acept,furnished,6000
Campinas,120,3,3,3,8,not acept,not furnished,2700
Sao Paulo,120,3,2,2,8,acept,not furnished,4000
Rio de Janeiro,120,3,2,1,8,acept,not furnished,3550
Rio de Janeiro,120,3,2,1,8,acept,furnished,4500
Rio de Janeiro,120,3,1,1,8,acept,not furnished,2300
Sao Paulo,119,3,3,1,8,not acept,furnished,3750
Sao Paulo,115,3,2,2,8,acept,not furnished,2900
Rio de Janeiro,115,3,2,1,8,acept,furnished,2680
Sao Paulo,115,3,2,1,8,acept,not furnished,2300
Belo Horizonte,114,3,2,2,8,not acept,not furnished,3500
Sao Paulo,113,3,2,2,8,acept,not furnished,2975
Sao Paulo,112,3,3,2,8,not acept,not furnished,3250
Sao Paulo,112,3,2,1,8,acept,not furnished,3850
Sao Paulo,110,3,4,3,8,acept,not furnished,2200
Rio de Janeiro,110,3,2,1,8,acept,not furnished,2500
Rio de Janeiro,110,3,1,1,8,acept,not furnished,1820
Belo Horizonte,106,3,2,2,8,acept,not furnished,2400
Sao Paulo,106,3,2,1,8,not acept,not furnished,3200
Sao Paulo,104,3,3,2,8,not acept,not furnished,4000
Porto Alegre,102,3,2,2,8,acept,furnished,5525
Porto Alegre,101,3,2,2,8,acept,furnished,4200
Rio de Janeiro,100,3,3,2,8,acept,not furnished,2700
Rio de Janeiro,100,3,2,2,8,acept,furnished,1600
Rio de Janeiro,100,3,2,1,8,acept,furnished,4000
Rio de Janeiro,100,3,2,0,8,not acept,furnished,5000
Sao Paulo,96,3,3,2,8,acept,not furnished,1710
Sao Paulo,93,3,1,2,8,acept,not furnished,1550
Sao Paulo,92,3,2,2,8,acept,not furnished,3300
Campinas,92,3,2,2,8,acept,not furnished,2000
Belo Horizonte,90,3,2,0,8,not acept,not furnished,4200
Sao Paulo,90,3,2,0,8,acept,furnished,3000
Sao Paulo,89,3,3,2,8,not acept,not furnished,3800
Porto Alegre,85,3,2,2,8,acept,furnished,3400
Sao Paulo,85,3,2,1,8,acept,not furnished,3560
Rio de Janeiro,85,3,2,1,8,acept,not furnished,2300
Sao Paulo,84,3,2,3,8,not acept,not furnished,3200
Sao Paulo,84,3,2,2,8,not acept,not furnished,2340
Porto Alegre,84,3,2,1,8,acept,not furnished,2200
Sao Paulo,82,3,2,2,8,acept,not furnished,1500
Sao Paulo,82,3,1,1,8,not acept,not furnished,1500
Belo Horizonte,80,3,2,2,8,acept,not furnished,1450
Rio de Janeiro,80,3,2,1,8,acept,not furnished,2500
Rio de Janeiro,80,3,1,1,8,acept,not furnished,3000
Sao Paulo,80,3,1,1,8,acept,furnished,2500
Porto Alegre,80,3,1,1,8,acept,not furnished,1700
Rio de Janeiro,80,3,1,0,8,acept,not furnished,2700
Sao Paulo,79,3,2,1,8,acept,furnished,2400
Porto Alegre,78,3,2,0,8,acept,not furnished,1700
Sao Paulo,76,3,2,2,8,acept,not furnished,3400
Campinas,76,3,1,1,8,not acept,not furnished,1100
Porto Alegre,75,3,2,2,8,acept,not furnished,1700
Sao Paulo,75,3,2,1,8,not acept,not furnished,1900
Sao Paulo,75,3,1,1,8,not acept,not furnished,2200
Rio de Janeiro,75,3,2,0,8,acept,not furnished,1615
Sao Paulo,70,3,1,1,8,acept,not furnished,1100
Belo Horizonte,70,3,1,1,8,acept,not furnished,1300
Rio de Janeiro,70,3,3,0,8,not acept,furnished,6000
Sao Paulo,69,3,2,1,8,acept,not furnished,2000
Belo Horizonte,69,3,2,1,8,not acept,not furnished,1600
Sao Paulo,69,3,1,1,8,acept,not furnished,1350
Sao Paulo,65,3,2,1,8,acept,not furnished,2200
Sao Paulo,63,3,2,1,8,acept,not furnished,3300
Sao Paulo,62,3,2,1,8,not acept,not furnished,2050
Sao Paulo,62,3,1,1,8,acept,not furnished,1260
Sao Paulo,300,2,3,2,8,not acept,furnished,5120
Sao Paulo,196,2,3,3,8,acept,not furnished,5500
Campinas,190,2,2,0,8,not acept,not furnished,1300
Sao Paulo,185,2,3,3,8,acept,not furnished,5500
Porto Alegre,160,2,4,2,8,acept,not furnished,7000
Porto Alegre,160,2,4,2,8,not acept,furnished,3100
Sao Paulo,159,2,3,1,8,not acept,furnished,3230
Sao Paulo,159,2,2,1,8,acept,furnished,4200
Sao Paulo,156,2,3,2,8,acept,furnished,13590
Campinas,151,2,2,1,8,acept,furnished,2000
Sao Paulo,147,2,2,1,8,acept,not furnished,4000
Campinas,146,2,1,1,8,acept,not furnished,1620
Sao Paulo,140,2,2,2,8,acept,furnished,3990
Sao Paulo,135,2,3,3,8,acept,furnished,4200
Sao Paulo,135,2,2,1,8,acept,furnished,3250
Sao Paulo,126,2,2,2,8,acept,not furnished,2300
Sao Paulo,126,2,2,1,8,not acept,not furnished,3120
Rio de Janeiro,120,2,2,2,8,acept,furnished,12000
Porto Alegre,120,2,2,1,8,acept,not furnished,1700
Rio de Janeiro,120,2,2,0,8,acept,furnished,12000
Sao Paulo,116,2,2,2,8,not acept,furnished,8000
Sao Paulo,115,2,3,2,8,acept,not furnished,12000
Campinas,113,2,1,1,8,acept,not furnished,1250
Sao Paulo,110,2,2,1,8,acept,furnished,4348
Sao Paulo,110,2,2,0,8,acept,furnished,4750
Sao Paulo,110,2,1,0,8,acept,not furnished,1300
Rio de Janeiro,105,2,1,1,8,acept,furnished,1960
Sao Paulo,104,2,2,2,8,acept,not furnished,4150
Rio de Janeiro,103,2,2,1,8,acept,not furnished,1600
Sao Paulo,100,2,2,0,8,not acept,furnished,4999
Sao Paulo,98,2,3,2,8,acept,furnished,8500
Sao Paulo,98,2,2,0,8,acept,not furnished,4500
Sao Paulo,96,2,1,1,8,not acept,not furnished,2500
Rio de Janeiro,96,2,1,0,8,acept,furnished,5000
Sao Paulo,95,2,1,1,8,acept,not furnished,3200
Porto Alegre,94,2,2,2,8,acept,not furnished,2900
Sao Paulo,93,2,2,1,8,acept,not furnished,2490
Porto Alegre,92,2,2,1,8,not acept,furnished,1900
Sao Paulo,90,2,2,2,8,acept,not furnished,4500
Rio de Janeiro,90,2,2,1,8,acept,not furnished,2156
Sao Paulo,89,2,2,2,8,acept,furnished,7700
Sao Paulo,88,2,4,2,8,acept,not furnished,2300
Belo Horizonte,88,2,3,2,8,not acept,not furnished,1450
Sao Paulo,88,2,2,2,8,acept,furnished,4500
Rio de Janeiro,87,2,2,1,8,acept,not furnished,3500
Rio de Janeiro,87,2,2,1,8,not acept,furnished,1950
Porto Alegre,85,2,2,1,8,not acept,furnished,2800
Sao Paulo,85,2,2,0,8,acept,furnished,4900
Rio de Janeiro,85,2,1,0,8,acept,furnished,2975
Rio de Janeiro,85,2,1,0,8,acept,not furnished,3420
Sao Paulo,83,2,3,2,8,acept,not furnished,3200
Rio de Janeiro,83,2,1,1,8,acept,furnished,1800
Rio de Janeiro,81,2,2,1,8,acept,furnished,3500
Sao Paulo,80,2,2,1,8,not acept,furnished,4500
Campinas,80,2,2,1,8,acept,furnished,2000
Rio de Janeiro,80,2,2,1,8,acept,not furnished,2500
Porto Alegre,80,2,1,1,8,acept,not furnished,4000
Rio de Janeiro,80,2,2,0,8,acept,furnished,1700
Porto Alegre,80,2,2,0,8,acept,not furnished,1320
Rio de Janeiro,80,2,1,0,8,acept,not furnished,1300
Sao Paulo,79,2,1,2,8,acept,not furnished,6250
Sao Paulo,78,2,2,2,8,acept,furnished,5800
Rio de Janeiro,78,2,2,1,8,acept,not furnished,1400
Sao Paulo,78,2,2,1,8,acept,not furnished,1680
Rio de Janeiro,78,2,1,1,8,acept,not furnished,1275
Rio de Janeiro,78,2,1,1,8,acept,furnished,1000
Campinas,78,2,1,1,8,acept,not furnished,1300
Sao Paulo,77,2,2,1,8,acept,not furnished,3170
Rio de Janeiro,76,2,2,2,8,acept,not furnished,2740
Rio de Janeiro,76,2,2,1,8,acept,furnished,3700
Sao Paulo,76,2,2,1,8,not acept,not furnished,1600
Rio de Janeiro,75,2,2,1,8,acept,not furnished,2500
Rio de Janeiro,75,2,2,1,8,acept,not furnished,1800
Rio de Janeiro,75,2,2,1,8,acept,not furnished,2300
Sao Paulo,74,2,2,2,8,not acept,not furnished,3300
Rio de Janeiro,73,2,1,1,8,acept,not furnished,1100
Porto Alegre,73,2,1,1,8,acept,not furnished,2500
Sao Paulo,73,2,1,1,8,acept,not furnished,1360
Sao Paulo,71,2,1,1,8,acept,not furnished,2140
Sao Paulo,71,2,1,0,8,not acept,not furnished,1800
Sao Paulo,70,2,2,2,8,acept,furnished,2700
Sao Paulo,70,2,2,1,8,not acept,furnished,3440
Rio de Janeiro,70,2,2,1,8,not acept,furnished,2500
Sao Paulo,70,2,1,1,8,acept,not furnished,2500
Sao Paulo,70,2,1,1,8,not acept,not furnished,2000
Porto Alegre,70,2,1,1,8,acept,furnished,1900
Porto Alegre,70,2,1,0,8,acept,furnished,1200
Sao Paulo,69,2,1,0,8,acept,not furnished,1600
Sao Paulo,68,2,2,2,8,acept,furnished,3430
Sao Paulo,68,2,2,1,8,not acept,not furnished,2400
Sao Paulo,67,2,2,1,8,acept,not furnished,2240
Porto Alegre,67,2,2,1,8,acept,not furnished,1700
Porto Alegre,67,2,1,1,8,not acept,furnished,2500
Porto Alegre,67,2,1,1,8,acept,not furnished,1550
Sao Paulo,66,2,1,1,8,not acept,not furnished,1780
Sao Paulo,65,2,2,1,8,acept,not furnished,3800
Sao Paulo,65,2,1,1,8,acept,furnished,3820
Sao Paulo,65,2,1,1,8,not acept,furnished,1600
Rio de Janeiro,65,2,1,1,8,acept,not furnished,900
Sao Paulo,65,2,1,1,8,acept,furnished,1700
Belo Horizonte,65,2,1,1,8,acept,not furnished,800
Sao Paulo,64,2,2,2,8,not acept,not furnished,2100
Sao Paulo,64,2,2,2,8,acept,not furnished,2800
Sao Paulo,64,2,1,1,8,acept,furnished,2500
Sao Paulo,64,2,1,1,8,acept,not furnished,1500
Rio de Janeiro,64,2,1,0,8,acept,furnished,2700
Sao Paulo,64,2,1,0,8,acept,not furnished,1600
Porto Alegre,63,2,2,1,8,acept,not furnished,1960
Sao Paulo,62,2,1,1,8,not acept,not furnished,1345
Porto Alegre,62,2,1,0,8,acept,not furnished,1100
Sao Paulo,60,2,2,1,8,acept,not furnished,1420
Sao Paulo,60,2,2,1,8,acept,not furnished,1650
Sao Paulo,60,2,1,1,8,acept,not furnished,1980
Rio de Janeiro,60,2,1,1,8,acept,not furnished,1500
Rio de Janeiro,60,2,1,1,8,not acept,not furnished,1000
Sao Paulo,60,2,1,1,8,acept,not furnished,1310
Campinas,60,2,1,1,8,not acept,furnished,3250
Belo Horizonte,60,2,1,1,8,acept,not furnished,2100
Rio de Janeiro,60,2,1,1,8,acept,not furnished,500
Sao Paulo,60,2,1,0,8,not acept,furnished,1800
Sao Paulo,59,2,1,1,8,acept,not furnished,3000
Porto Alegre,58,2,2,2,8,acept,not furnished,2470
Campinas,58,2,2,2,8,not acept,furnished,3500
Porto Alegre,58,2,1,2,8,acept,furnished,2100
Sao Paulo,57,2,2,1,8,acept,not furnished,4150
Sao Paulo,57,2,2,1,8,acept,not furnished,1150
Sao Paulo,57,2,2,1,8,acept,not furnished,2550
Sao Paulo,57,2,1,1,8,acept,furnished,1800
Rio de Janeiro,56,2,1,0,8,acept,not furnished,1220
Belo Horizonte,55,2,1,1,8,not acept,not furnished,900
Sao Paulo,54,2,2,1,8,not acept,not furnished,2200
Porto Alegre,54,2,1,1,8,acept,furnished,1000
Sao Paulo,53,2,1,1,8,acept,furnished,1200
Sao Paulo,53,2,1,1,8,acept,furnished,3250
Sao Paulo,53,2,1,1,8,acept,not furnished,1800
Sao Paulo,53,2,1,1,8,acept,not furnished,1270
Campinas,52,2,1,1,8,acept,furnished,2280
Sao Paulo,52,2,1,1,8,acept,not furnished,3000
Sao Paulo,50,2,1,2,8,not acept,not furnished,1800
Sao Paulo,50,2,1,1,8,acept,not furnished,1100
Sao Paulo,49,2,2,1,8,acept,not furnished,2400
Sao Paulo,49,2,2,1,8,acept,not furnished,1550
Sao Paulo,49,2,1,1,8,acept,not furnished,1700
Sao Paulo,48,2,1,1,8,acept,not furnished,1720
Sao Paulo,48,2,1,1,8,acept,not furnished,1740
Campinas,48,2,1,1,8,acept,not furnished,1545
Campinas,48,2,1,1,8,acept,not furnished,1545
Rio de Janeiro,46,2,1,1,8,acept,not furnished,1800
Sao Paulo,46,2,1,1,8,acept,not furnished,1100
Sao Paulo,46,2,1,0,8,not acept,not furnished,1230
Sao Paulo,45,2,1,1,8,acept,not furnished,1100
Sao Paulo,100,1,3,2,8,not acept,furnished,2500
Sao Paulo,81,1,1,1,8,acept,not furnished,1150
Sao Paulo,78,1,1,2,8,not acept,furnished,6000
Sao Paulo,77,1,1,1,8,not acept,not furnished,5700
Sao Paulo,75,1,1,2,8,acept,furnished,7000
Sao Paulo,74,1,2,2,8,acept,furnished,5500
Sao Paulo,73,1,1,0,8,acept,furnished,3000
Sao Paulo,70,1,1,1,8,not acept,furnished,3110
Porto Alegre,70,1,1,1,8,not acept,furnished,1050
Sao Paulo,70,1,1,0,8,acept,not furnished,3200
Sao Paulo,69,1,1,1,8,acept,not furnished,1200
Rio de Janeiro,65,1,1,1,8,acept,furnished,5100
Rio de Janeiro,62,1,1,1,8,acept,not furnished,2800
Sao Paulo,62,1,1,0,8,acept,not furnished,2792
Campinas,61,1,1,0,8,acept,furnished,1900
Sao Paulo,60,1,1,1,8,acept,not furnished,4600
Belo Horizonte,60,1,1,1,8,acept,furnished,1098
Campinas,60,1,1,1,8,acept,not furnished,1100
Belo Horizonte,60,1,1,0,8,acept,not furnished,950
Porto Alegre,58,1,1,0,8,acept,not furnished,867
Sao Paulo,57,1,1,0,8,acept,furnished,6000
Sao Paulo,56,1,1,1,8,acept,not furnished,4600
Rio de Janeiro,55,1,1,1,8,acept,not furnished,1100
Campinas,55,1,1,1,8,not acept,not furnished,1100
Sao Paulo,54,1,1,1,8,acept,furnished,3850
Sao Paulo,54,1,1,0,8,acept,furnished,3949
Sao Paulo,54,1,1,0,8,acept,not furnished,1870
Campinas,53,1,1,1,8,acept,furnished,3110
Campinas,53,1,1,1,8,not acept,not furnished,650
Sao Paulo,52,1,1,1,8,not acept,not furnished,4420
Campinas,52,1,1,1,8,not acept,furnished,2300
Sao Paulo,50,1,1,1,8,not acept,furnished,3700
Campinas,50,1,1,1,8,acept,not furnished,1690
Sao Paulo,50,1,1,1,8,acept,furnished,2800
Rio de Janeiro,50,1,1,0,8,not acept,furnished,1850
Rio de Janeiro,50,1,1,0,8,acept,not furnished,2900
Sao Paulo,50,1,1,0,8,not acept,not furnished,1970
Porto Alegre,50,1,1,0,8,acept,not furnished,780
Campinas,50,1,1,0,8,acept,not furnished,550
Sao Paulo,49,1,1,2,8,acept,furnished,8000
Porto Alegre,48,1,1,1,8,acept,furnished,1288
Sao Paulo,48,1,1,1,8,not acept,not furnished,2000
Campinas,47,1,1,1,8,acept,not furnished,1100
Campinas,47,1,1,0,8,acept,not furnished,520
Sao Paulo,46,1,1,1,8,not acept,furnished,7600
Sao Paulo,45,1,1,2,8,acept,not furnished,1800
Sao Paulo,45,1,1,2,8,acept,not furnished,1800
Sao Paulo,45,1,1,1,8,acept,not furnished,1800
Sao Paulo,45,1,1,1,8,not acept,not furnished,2349
Rio de Janeiro,45,1,1,0,8,acept,furnished,3900
Rio de Janeiro,45,1,1,0,8,acept,not furnished,1570
Sao Paulo,44,1,1,1,8,not acept,furnished,2400
Sao Paulo,44,1,1,1,8,acept,not furnished,2300
Campinas,44,1,1,0,8,acept,furnished,770
Rio de Janeiro,42,1,1,0,8,not acept,furnished,1920
Rio de Janeiro,42,1,1,0,8,acept,not furnished,1300
Sao Paulo,40,1,1,1,8,not acept,furnished,4800
Sao Paulo,40,1,1,1,8,not acept,not furnished,1675
Porto Alegre,40,1,1,1,8,acept,not furnished,2200
Sao Paulo,40,1,1,1,8,not acept,not furnished,2800
Sao Paulo,40,1,1,0,8,not acept,furnished,1920
Rio de Janeiro,40,1,1,0,8,acept,furnished,2000
Campinas,40,1,1,0,8,acept,not furnished,730
Campinas,40,1,1,0,8,not acept,not furnished,595
Sao Paulo,39,1,1,0,8,acept,not furnished,1250
Sao Paulo,39,1,1,0,8,acept,furnished,2000
Porto Alegre,38,1,1,1,8,acept,not furnished,1490
Sao Paulo,38,1,1,0,8,not acept,not furnished,1220
Campinas,38,1,1,0,8,acept,not furnished,550
Sao Paulo,37,1,1,1,8,acept,furnished,3000
Sao Paulo,37,1,1,1,8,acept,furnished,4000
Rio de Janeiro,37,1,1,0,8,not acept,furnished,1400
Sao Paulo,36,1,1,1,8,acept,furnished,3400
Sao Paulo,36,1,1,1,8,acept,not furnished,1800
Sao Paulo,36,1,1,1,8,acept,not furnished,2150
Rio de Janeiro,36,1,1,0,8,acept,furnished,2000
Sao Paulo,36,1,1,0,8,not acept,not furnished,1650
Sao Paulo,35,1,1,1,8,acept,furnished,3000
Sao Paulo,35,1,1,1,8,not acept,furnished,2896
Campinas,35,1,1,0,8,acept,not furnished,500
Sao Paulo,35,1,1,0,8,not acept,not furnished,1270
Rio de Janeiro,33,1,1,0,8,not acept,furnished,3300
Sao Paulo,32,1,1,1,8,acept,furnished,3250
Belo Horizonte,32,1,1,1,8,acept,not furnished,1500
Rio de Janeiro,32,1,1,0,8,acept,not furnished,1400
Rio de Janeiro,32,1,1,0,8,acept,not furnished,1400
Sao Paulo,30,1,1,1,8,not acept,furnished,3500
Rio de Janeiro,30,1,1,0,8,not acept,not furnished,850
Rio de Janeiro,30,1,1,0,8,not acept,not furnished,1216
Rio de Janeiro,30,1,1,0,8,acept,furnished,2000
Rio de Janeiro,30,1,1,0,8,acept,not furnished,900
Rio de Janeiro,30,1,1,0,8,acept,not furnished,900
Rio de Janeiro,30,1,1,0,8,not acept,furnished,1512
Rio de Janeiro,30,1,1,0,8,acept,not furnished,800
Rio de Janeiro,30,1,1,0,8,acept,not furnished,2600
Rio de Janeiro,28,1,1,0,8,acept,not furnished,1009
Porto Alegre,27,1,1,0,8,not acept,furnished,1000
Rio de Janeiro,26,1,1,0,8,not acept,not furnished,1280
Sao Paulo,25,1,1,1,8,acept,furnished,4000
Rio de Janeiro,25,1,1,0,8,acept,not furnished,1850
Porto Alegre,25,1,1,0,8,acept,not furnished,750
Rio de Janeiro,23,1,1,0,8,not acept,not furnished,2000
Sao Paulo,22,1,1,1,8,acept,furnished,4500
Rio de Janeiro,20,1,1,0,8,acept,furnished,1370
Sao Paulo,18,1,1,0,8,acept,not furnished,1130
Sao Paulo,16,1,1,0,8,not acept,not furnished,2200
Sao Paulo,420,5,4,4,7,acept,not furnished,12000
Sao Paulo,360,5,4,0,7,not acept,not furnished,3000
Sao Paulo,340,5,6,5,7,not acept,furnished,8000
Sao Paulo,340,5,4,2,7,acept,not furnished,12000
Sao Paulo,470,4,6,2,7,acept,not furnished,7200
Sao Paulo,450,4,4,3,7,acept,not furnished,10000
Belo Horizonte,430,4,5,3,7,acept,not furnished,8000
Sao Paulo,420,4,4,4,7,acept,not furnished,12000
Sao Paulo,400,4,5,4,7,acept,not furnished,12800
Sao Paulo,380,4,6,4,7,acept,not furnished,4900
Sao Paulo,380,4,4,4,7,not acept,not furnished,1500
Belo Horizonte,373,4,5,5,7,acept,not furnished,15000
Sao Paulo,360,4,7,5,7,acept,not furnished,3995
Sao Paulo,335,4,5,5,7,acept,not furnished,4913
Sao Paulo,330,4,6,3,7,acept,not furnished,15000
Sao Paulo,320,4,4,2,7,acept,not furnished,8000
Sao Paulo,311,4,4,4,7,acept,furnished,15000
Rio de Janeiro,309,4,5,4,7,acept,not furnished,6500
Sao Paulo,300,4,4,6,7,not acept,furnished,5500
Sao Paulo,300,4,5,4,7,not acept,not furnished,3200
Rio de Janeiro,300,4,5,3,7,acept,not furnished,12750
Sao Paulo,300,4,4,0,7,acept,furnished,9600
Sao Paulo,288,4,5,4,7,acept,not furnished,6000
Porto Alegre,271,4,3,1,7,acept,not furnished,3900
Sao Paulo,266,4,5,4,7,acept,not furnished,10900
Sao Paulo,260,4,4,4,7,acept,not furnished,5000
Sao Paulo,254,4,4,4,7,acept,not furnished,9000
Sao Paulo,254,4,4,3,7,acept,furnished,6780
Belo Horizonte,250,4,4,6,7,acept,not furnished,8000
Belo Horizonte,245,4,5,2,7,acept,not furnished,2025
Belo Horizonte,243,4,4,4,7,not acept,not furnished,10000
Sao Paulo,238,4,3,1,7,acept,not furnished,4500
Sao Paulo,236,4,5,4,7,acept,not furnished,10000
Sao Paulo,233,4,5,4,7,acept,furnished,11000
Sao Paulo,230,4,5,4,7,acept,not furnished,12500
Belo Horizonte,230,4,3,4,7,acept,furnished,15000
Sao Paulo,227,4,4,3,7,not acept,furnished,15000
Rio de Janeiro,225,4,4,3,7,not acept,not furnished,7500
Rio de Janeiro,220,4,2,1,7,acept,furnished,5000
Sao Paulo,212,4,5,6,7,acept,not furnished,4500
Sao Paulo,212,4,4,3,7,not acept,not furnished,9200
Campinas,210,4,4,3,7,not acept,not furnished,3600
Sao Paulo,209,4,4,3,7,not acept,not furnished,3900
Sao Paulo,202,4,4,2,7,acept,not furnished,3000
Belo Horizonte,201,4,4,4,7,acept,not furnished,7300
Sao Paulo,200,4,5,3,7,not acept,not furnished,6000
Sao Paulo,200,4,4,3,7,not acept,not furnished,6141
Belo Horizonte,200,4,3,3,7,acept,furnished,7900
Rio de Janeiro,200,4,3,2,7,acept,not furnished,2300
Rio de Janeiro,200,4,2,1,7,acept,not furnished,4250
Belo Horizonte,200,4,2,1,7,not acept,not furnished,2550
Sao Paulo,195,4,3,4,7,acept,not furnished,2700
Sao Paulo,195,4,3,3,7,not acept,not furnished,10000
Sao Paulo,194,4,3,2,7,acept,not furnished,2999
Sao Paulo,187,4,3,2,7,acept,not furnished,5430
Sao Paulo,183,4,4,3,7,acept,not furnished,5000
Sao Paulo,168,4,3,3,7,acept,not furnished,3500
Sao Paulo,162,4,4,3,7,not acept,not furnished,5500
Belo Horizonte,160,4,6,3,7,not acept,not furnished,4750
Belo Horizonte,156,4,4,3,7,acept,not furnished,6500
Belo Horizonte,155,4,3,3,7,acept,not furnished,3300
Rio de Janeiro,152,4,2,1,7,acept,furnished,3500
Rio de Janeiro,135,4,2,2,7,acept,not furnished,4200
Rio de Janeiro,130,4,2,2,7,acept,furnished,4200
Campinas,128,4,2,1,7,not acept,not furnished,3400
Porto Alegre,125,4,2,0,7,acept,not furnished,1632
Sao Paulo,100,4,5,2,7,acept,not furnished,8500
Porto Alegre,440,3,3,3,7,not acept,not furnished,10500
Sao Paulo,425,3,4,4,7,not acept,furnished,11000
Rio de Janeiro,421,3,3,1,7,acept,furnished,10000
Sao Paulo,420,3,3,4,7,acept,not furnished,12000
Sao Paulo,387,3,5,3,7,acept,not furnished,7000
Sao Paulo,320,3,4,4,7,acept,furnished,15000
Sao Paulo,300,3,4,3,7,acept,furnished,2000
Sao Paulo,300,3,5,2,7,acept,not furnished,4600
Sao Paulo,290,3,4,3,7,acept,furnished,8770
Sao Paulo,280,3,2,0,7,acept,not furnished,3000
Sao Paulo,261,3,4,4,7,acept,not furnished,15000
Sao Paulo,250,3,3,2,7,acept,not furnished,12750
Sao Paulo,250,3,3,2,7,acept,furnished,5500
Sao Paulo,250,3,3,2,7,not acept,furnished,5380
Rio de Janeiro,250,3,2,1,7,acept,not furnished,6400
Sao Paulo,244,3,4,2,7,acept,furnished,12000
Sao Paulo,240,3,4,3,7,acept,furnished,8500
Sao Paulo,240,3,2,0,7,acept,furnished,6500
Sao Paulo,230,3,4,3,7,acept,not furnished,4700
Sao Paulo,230,3,4,3,7,not acept,not furnished,8000
Sao Paulo,230,3,3,3,7,acept,not furnished,3916
Sao Paulo,230,3,2,2,7,acept,not furnished,1965
Sao Paulo,221,3,2,2,7,acept,not furnished,4500
Sao Paulo,220,3,4,2,7,acept,not furnished,3900
Sao Paulo,216,3,4,4,7,acept,furnished,15000
Sao Paulo,212,3,5,3,7,acept,not furnished,7000
Sao Paulo,210,3,4,3,7,acept,not furnished,2790
Campinas,210,3,3,3,7,acept,not furnished,2300
Sao Paulo,200,3,3,2,7,acept,not furnished,7225
Sao Paulo,200,3,3,2,7,acept,not furnished,4000
Sao Paulo,200,3,3,2,7,not acept,furnished,6000
Porto Alegre,199,3,4,3,7,acept,furnished,8750
Porto Alegre,196,3,4,2,7,acept,furnished,4600
